OBJECTID,GEOID10,STATE,COUNTY,TRACT,STUSAB,STATE_NAME,Shape__Area,Shape__Length
2633,18111100700,18,111,100700,IN,Indiana,303237635.515625,70123.5373090064
2634,18105000401,18,105,000401,IN,Indiana,5760730.85546875,13541.2880739867
2635,18105001101,18,105,001101,IN,Indiana,5933762.0703125,12423.3658343919
2636,18105000501,18,105,000501,IN,Indiana,16038784.6054688,17287.1224575587
2637,18175967500,18,175,967500,IN,Indiana,6329755.484375,15553.0567393846
2638,18039002300,18,039,002300,IN,Indiana,7362534.03515625,13497.0111471437
2639,18081610802,18,081,610802,IN,Indiana,61735919.6757813,40729.9354208749
2640,18083955300,18,083,955300,IN,Indiana,4235092.7890625,13034.9314333714
2641,18083955400,18,083,955400,IN,Indiana,2213399.4375,8046.87011314302
2642,18039000100,18,039,000100,IN,Indiana,3435445.2578125,8086.02421263542
2643,18039000302,18,039,000302,IN,Indiana,27066232.8085938,22016.5099158331
2644,18039001601,18,039,001601,IN,Indiana,12534132.171875,15808.2485550732
2645,18039002900,18,039,002900,IN,Indiana,8805052.25390625,15719.1300563936
2646,18067000200,18,067,000200,IN,Indiana,6586805.9453125,11311.5127691715
2647,18169102600,18,169,102600,IN,Indiana,27895499.6601563,31911.9322777629
2648,18151971300,18,151,971300,IN,Indiana,41246477.6523438,27127.3470453571
2649,18051050502,18,051,050502,IN,Indiana,13660735.4101563,22333.4242025207
2650,18025952100,18,025,952100,IN,Indiana,497622826.105469,141587.870714488
2651,18123952600,18,123,952600,IN,Indiana,51834613.2226563,39438.929450794
2652,18047969700,18,047,969700,IN,Indiana,29995940.3085938,29246.3629152036
2653,18033020500,18,033,020500,IN,Indiana,18360982.0117188,20421.3332914966
2654,18033020602,18,033,020602,IN,Indiana,56418236.2070313,33944.9308985474
2655,18019050401,18,019,050401,IN,Indiana,9185224.2578125,16337.5562001667
2656,18019050100,18,019,050100,IN,Indiana,2664755.01171875,7057.38230064296
2657,18041954100,18,041,954100,IN,Indiana,8589447.8984375,17136.4384338499
2658,18095000500,18,095,000500,IN,Indiana,7983411.390625,11858.102714122
2659,18095001000,18,095,001000,IN,Indiana,7661877.79296875,15029.6802162709
2660,18091042100,18,091,042100,IN,Indiana,17402847.4921875,19086.3186206096
2661,18179040600,18,179,040600,IN,Indiana,15724243.7382813,16500.8424081837
2662,18011810400,18,011,810400,IN,Indiana,8806031.25390625,14270.7637953902
2663,18019050903,18,019,050903,IN,Indiana,23162589.9726563,22964.0556690292
2664,18095001700,18,095,001700,IN,Indiana,11399411.4648438,14790.9042338142
2665,18091040300,18,091,040300,IN,Indiana,3254000.28515625,9209.37992297731
2666,18145710400,18,145,710400,IN,Indiana,81136029.9492188,61706.8790216272
2667,18145710601,18,145,710601,IN,Indiana,3649800.34375,10136.9783637684
2668,18091040800,18,091,040800,IN,Indiana,2230524.83203125,6314.5268031613
2669,18091043000,18,091,043000,IN,Indiana,11674098.8828125,16970.3272461755
2670,18135951600,18,135,951600,IN,Indiana,24719953.6640625,22255.8478281395
2671,18063210607,18,063,210607,IN,Indiana,35866697.9023438,30724.5385184759
2672,18095011900,18,095,011900,IN,Indiana,1965537.08984375,6261.85648074626
2673,18099020500,18,099,020500,IN,Indiana,20633169.9492188,18810.8464765115
2674,18141010200,18,141,010200,IN,Indiana,6310317.9921875,10659.1959606424
2675,18141001000,18,141,001000,IN,Indiana,3471474.30859375,8002.08944051525
2676,18141002700,18,141,002700,IN,Indiana,6746967.5078125,14207.2203026098
2677,18107957000,18,107,957000,IN,Indiana,12228714.6679688,24341.6799956268
2678,18053000100,18,053,000100,IN,Indiana,5579469.42578125,15766.3023022931
2679,18141000900,18,141,000900,IN,Indiana,2596544.31640625,10179.0368294816
2680,18141001700,18,141,001700,IN,Indiana,2837481.19921875,7927.40019989494
2681,18141002900,18,141,002900,IN,Indiana,1774542.01953125,5557.64026579859
2682,18079960302,18,079,960302,IN,Indiana,58684645.578125,39605.4818828499
2683,18177000900,18,177,000900,IN,Indiana,17432771.34375,20436.1187997759
2684,18027954700,18,027,954700,IN,Indiana,13578703.484375,17272.7465295276
2685,18177000200,18,177,000200,IN,Indiana,3350803.97265625,9372.07189134312
2686,18141011100,18,141,011100,IN,Indiana,31471999.3085938,29311.1306900235
2687,18109510701,18,109,510701,IN,Indiana,145214572.660156,58667.4185533291
2688,18163001800,18,163,001800,IN,Indiana,2532159.34375,7643.963498649
2689,18163001900,18,163,001900,IN,Indiana,1864367.66796875,5855.65911567321
2690,18163002000,18,163,002000,IN,Indiana,1227540.76953125,4547.84167153001
2691,18043070400,18,043,070400,IN,Indiana,2447549.89453125,8565.93584536495
2692,18043070500,18,043,070500,IN,Indiana,4897291.04296875,16105.2126204256
2693,18037953800,18,037,953800,IN,Indiana,29471431.4296875,33696.9168600153
2694,18165020500,18,165,020500,IN,Indiana,12855728.71875,21502.3043317943
2695,18157000400,18,157,000400,IN,Indiana,2991101.28515625,8657.48923377732
2696,18157000700,18,157,000700,IN,Indiana,3306885.18359375,8622.82336116188
2697,18069961600,18,069,961600,IN,Indiana,33654281.96875,31183.3976162061
2698,18015959600,18,015,959600,IN,Indiana,21069463.40625,25476.547426366
2699,18157010500,18,157,010500,IN,Indiana,898897.640625,4023.71518820454
2700,18157010203,18,157,010203,IN,Indiana,58000612.7382813,35145.2026880512
2701,18157011100,18,157,011100,IN,Indiana,6132182.5,14567.115815286
2702,18103952900,18,103,952900,IN,Indiana,21333209.3632813,20047.8518698562
2703,18065976100,18,065,976100,IN,Indiana,7466965.796875,13137.9364625346
2704,18163001500,18,163,001500,IN,Indiana,1626812.09375,5870.5571642376
2705,18163001200,18,163,001200,IN,Indiana,1208196.35546875,4497.02877841854
2706,18103952200,18,103,952200,IN,Indiana,9644549.1171875,19647.7661797925
2707,18155965700,18,155,965700,IN,Indiana,366384951.039063,91075.8150644821
2708,18089020400,18,089,020400,IN,Indiana,6555625.96875,11715.4157818719
2709,18089020600,18,089,020600,IN,Indiana,2511928.58203125,6992.20119499577
2710,18093950900,18,093,950900,IN,Indiana,5285805.296875,12546.8141217488
2711,18003000701,18,003,000701,IN,Indiana,2649199.796875,7748.34243891331
2712,18003000600,18,003,000600,IN,Indiana,1510220.44140625,5621.63868766642
2713,18003002100,18,003,002100,IN,Indiana,2103956.859375,7229.57869233335
2714,18003001100,18,003,001100,IN,Indiana,1555773.9609375,6398.69224275749
2715,18003000500,18,003,000500,IN,Indiana,3500068.41796875,10850.6877165876
2716,18089010201,18,089,010201,IN,Indiana,23114913.609375,26144.010723523
2717,18167000300,18,167,000300,IN,Indiana,4210786.00390625,10971.9541573608
2718,18003001200,18,003,001200,IN,Indiana,1855323.1015625,6496.74945329835
2719,18003002000,18,003,002000,IN,Indiana,2571223.08984375,6676.52454433373
2720,18003001300,18,003,001300,IN,Indiana,2750610.65234375,8316.91649330956
2721,18167010600,18,167,010600,IN,Indiana,111885762.042969,51782.8876583201
2722,18167011100,18,167,011100,IN,Indiana,6001574.79296875,12511.0900612888
2723,18117951500,18,117,951500,IN,Indiana,64438962.8320313,43842.2778968532
2724,18143967000,18,143,967000,IN,Indiana,20918911.2929688,27146.0094468555
2725,18089010500,18,089,010500,IN,Indiana,1403118.890625,6068.43700254921
2726,18001030700,18,001,030700,IN,Indiana,374601232.425781,89492.7846826685
2727,18003004000,18,003,004000,IN,Indiana,3990915.05859375,7995.2845086891
2728,18003980001,18,003,980001,IN,Indiana,6908676.953125,14481.9176667484
2729,18089010203,18,089,010203,IN,Indiana,26323537.1835938,25066.4643265736
2730,18089010205,18,089,010205,IN,Indiana,39557604.6992188,29702.7804775547
2731,18089010304,18,089,010304,IN,Indiana,33714261.9296875,24519.0137209294
2732,18089011000,18,089,011000,IN,Indiana,2238805.75,6254.54187548314
2733,18089011500,18,089,011500,IN,Indiana,10417386.046875,15604.6862756749
2734,18089012300,18,089,012300,IN,Indiana,9249391.1875,15092.8718913805
2735,18035000600,18,035,000600,IN,Indiana,2382087.171875,8779.1127568034
2736,18035000700,18,035,000700,IN,Indiana,2120257.44921875,6423.77442997953
2737,18089030300,18,089,030300,IN,Indiana,34244880.890625,41182.2853254206
2738,18089030400,18,089,030400,IN,Indiana,32841435.875,40498.651391821
2739,18035001300,18,035,001300,IN,Indiana,6107979.390625,12616.1581503668
2740,18089030600,18,089,030600,IN,Indiana,4273385.30859375,12215.9233843037
2741,18089030700,18,089,030700,IN,Indiana,9129924.19921875,15780.7069843767
2742,18035002800,18,035,002800,IN,Indiana,4204426.49609375,9659.06130033744
2743,18125954000,18,125,954000,IN,Indiana,32496617.984375,39221.7642649201
2744,18089020200,18,089,020200,IN,Indiana,20685653.65625,28991.7828345665
2745,18005010800,18,005,010800,IN,Indiana,16688761.0078125,19878.0958935432
2746,18097361200,18,097,361200,IN,Indiana,3986005.92578125,8027.01927350744
2747,18097361300,18,097,361300,IN,Indiana,8865601.69921875,15484.542234825
2748,18097351200,18,097,351200,IN,Indiana,3080070.53515625,8231.9959879144
2749,18097351700,18,097,351700,IN,Indiana,4047742.5078125,8318.41216864131
2750,18097352600,18,097,352600,IN,Indiana,3851563.16796875,7995.68218966908
2751,18097352700,18,097,352700,IN,Indiana,3549107.51953125,8724.8236028196
2752,18071967901,18,071,967901,IN,Indiana,10176655.2539063,16053.757256734
2753,18097352800,18,097,352800,IN,Indiana,3643639.9765625,9049.78136206856
2754,18097353300,18,097,353300,IN,Indiana,2758841.44921875,6711.28845582225
2755,18097353500,18,097,353500,IN,Indiana,3534266.890625,10057.5126187269
2756,18097353600,18,097,353600,IN,Indiana,7235319.07421875,13049.8586335829
2757,18097322000,18,097,322000,IN,Indiana,3998333.26953125,8627.31574106232
2758,18097354200,18,097,354200,IN,Indiana,3139114.87890625,7856.38345848959
2759,18097354400,18,097,354400,IN,Indiana,2315324.5078125,6752.28953515074
2760,18097354500,18,097,354500,IN,Indiana,1425684.23828125,5868.31841796617
2761,18097354900,18,097,354900,IN,Indiana,1822773.1796875,5696.35804010274
2762,18097355000,18,097,355000,IN,Indiana,1411017.9765625,5003.5466684004
2763,18097322600,18,097,322600,IN,Indiana,5296551.3671875,9976.71997400803
2764,18097340102,18,097,340102,IN,Indiana,4149020.73828125,8472.74085813392
2765,18097340108,18,097,340108,IN,Indiana,2013972.640625,7666.39679141604
2766,18097340400,18,097,340400,IN,Indiana,3305697.1640625,7335.42718332534
2767,18127050900,18,127,050900,IN,Indiana,8117080.02734375,15486.8636590499
2768,18097355600,18,097,355600,IN,Indiana,4142329.88671875,8950.52031712336
2769,18097355700,18,097,355700,IN,Indiana,3731161.140625,8944.81600831736
2770,18097356200,18,097,356200,IN,Indiana,2454760.49609375,6468.00325537276
2771,18097356400,18,097,356400,IN,Indiana,6862126.05859375,11801.3743864886
2772,18097341600,18,097,341600,IN,Indiana,1807925.7890625,6197.67798846251
2773,18097342400,18,097,342400,IN,Indiana,16733241.7929688,20130.6499827083
2774,18149953700,18,149,953700,IN,Indiana,327639681.921875,84469.8331184407
2775,18097342101,18,097,342101,IN,Indiana,8291961.71484375,15473.2177829841
2776,18097380300,18,097,380300,IN,Indiana,6141235.125,10948.4665555099
2777,18097380200,18,097,380200,IN,Indiana,8953003.6640625,12658.3806563519
2778,18097330805,18,097,330805,IN,Indiana,5798667.80859375,10628.9539278521
2779,18139974400,18,139,974400,IN,Indiana,54143590.8945313,31896.8445880327
2780,18133956500,18,133,956500,IN,Indiana,424752333.851563,102588.003934676
2781,18009975100,18,009,975100,IN,Indiana,342556756.25,80484.6400577815
2782,18097310306,18,097,310306,IN,Indiana,8852563.5703125,13798.6148249806
2783,18097390600,18,097,390600,IN,Indiana,24312033.1992188,33486.4060884884
2784,18097390700,18,097,390700,IN,Indiana,2828424.296875,6970.56993232753
2785,18097390800,18,097,390800,IN,Indiana,47730810.0390625,33295.437442352
2786,18097390900,18,097,390900,IN,Indiana,2550296.03515625,6355.33178159419
2787,18097391000,18,097,391000,IN,Indiana,10971495.578125,17707.4409360495
2788,19193000100,19,193,000100,IA,Iowa,45158311.2265625,31457.9084994434
2789,19193001500,19,193,001500,IA,Iowa,4507933.58203125,11379.7088627445
2790,19193003600,19,193,003600,IA,Iowa,69050388.2773438,68060.6843754893
2791,19127950900,19,127,950900,IA,Iowa,22981854.0625,33842.9234190711
2792,19079960300,19,079,960300,IA,Iowa,50005589.5703125,45955.2605810092
2793,19045000100,19,045,000100,IA,Iowa,3948534.19140625,9335.94609893333
2794,19165960400,19,165,960400,IA,Iowa,191990889.675781,71869.2242167104
2795,19139050700,19,139,050700,IA,Iowa,26640771.0273438,26979.9476376222
2796,19139051000,19,139,051000,IA,Iowa,12796746.0507813,15857.9415021537
2797,19045000300,19,045,000300,IA,Iowa,4274284.625,8312.70835501426
2798,19097950600,19,097,950600,IA,Iowa,21463077.4648438,28490.4339056239
2799,19021960400,19,021,960400,IA,Iowa,92767151.8242188,50886.5583905593
2800,19011960300,19,011,960300,IA,Iowa,56415430.4804688,45232.2049660732
2801,19195690100,19,195,690100,IA,Iowa,341962725.074219,80826.6860640766
2802,19035080100,19,035,080100,IA,Iowa,96676273.9140625,70248.7369301765
2803,19103000302,19,103,000302,IA,Iowa,5965895.59375,12862.61405615
2804,19103000200,19,103,000200,IA,Iowa,5906575.46484375,11746.0365628314
2805,19103001400,19,103,001400,IA,Iowa,5210118.296875,9559.56837033513
2806,19103001700,19,103,001700,IA,Iowa,7117382.4921875,15638.4064168968
2807,19113002700,19,113,002700,IA,Iowa,4599652.98828125,9241.51219760779
2808,19163010900,19,163,010900,IA,Iowa,5356083.54296875,10894.1271802708
2809,19149970200,19,149,970200,IA,Iowa,50336413.3671875,36916.9435243239
2810,19007950100,19,007,950100,IA,Iowa,717145943.058594,123598.347008628
2811,19007950300,19,007,950300,IA,Iowa,32426680.7578125,32234.2048627746
2812,19093090300,19,093,090300,IA,Iowa,150599274.625,55477.1041554477
2813,19163010600,19,163,010600,IA,Iowa,3239720.234375,8021.53592602824
2814,19187000700,19,187,000700,IA,Iowa,3527514.07421875,11289.1601382637
2815,19067480400,19,067,480400,IA,Iowa,29928738.3945313,25998.8604691017
2816,19025950200,19,025,950200,IA,Iowa,717543214.050781,125480.639071741
2817,19013000100,19,013,000100,IA,Iowa,3868273.734375,10021.1978758196
2818,19013000700,19,013,000700,IA,Iowa,1481695.3046875,5898.48351629236
2819,19013001000,19,013,001000,IA,Iowa,3430346.078125,7376.07497257614
2820,19053960200,19,053,960200,IA,Iowa,939659832.984375,142696.98652006
2821,19053960300,19,053,960300,IA,Iowa,93091421.578125,56796.7960048775
2822,19051080200,19,051,080200,IA,Iowa,1120495133.16406,142030.623751007
2823,19061000100,19,061,000100,IA,Iowa,14089785.890625,19107.6592839285
2824,19061000500,19,061,000500,IA,Iowa,2136912.9375,10238.1872864104
2825,19049050400,19,049,050400,IA,Iowa,12152545.171875,18639.4226397459
2826,19145490200,19,145,490200,IA,Iowa,19873306.3671875,28285.7367013234
2827,19113001900,19,113,001900,IA,Iowa,3273066.4140625,9812.67007112511
2828,19113002200,19,113,002200,IA,Iowa,2792819.84765625,7161.34497080431
2829,19029190500,19,029,190500,IA,Iowa,63696556.40625,42336.7895078976
2830,19033950300,19,033,950300,IA,Iowa,19519187.2617188,23733.8489833214
2831,19121060200,19,121,060200,IA,Iowa,28945097.7929688,29138.3821582419
2832,19111490200,19,111,490200,IA,Iowa,84881114.3164063,65410.0470380533
2833,19111490800,19,111,490800,IA,Iowa,22463297.4101563,27920.9752332674
2834,19111490900,19,111,490900,IA,Iowa,6231707.12109375,14651.5510931879
2835,19157370400,19,157,370400,IA,Iowa,28301705.8945313,25372.3367790991
2836,19151780100,19,151,780100,IA,Iowa,619004712.898438,114412.447807811
2837,19117950300,19,117,950300,IA,Iowa,45587024.4179688,42495.5495737427
2838,19153001100,19,153,001100,IA,Iowa,3397624.45703125,7416.59027291567
2839,19153002600,19,153,002600,IA,Iowa,1484626.5390625,6000.70359345372
2840,19175190200,19,175,190200,IA,Iowa,28925731.7734375,27741.8007060095
2841,19047070400,19,047,070400,IA,Iowa,105040239.851563,57718.7458684563
2842,19057000200,19,057,000200,IA,Iowa,6824763.83984375,15541.4532788215
2843,19057000300,19,057,000300,IA,Iowa,10139164.1914063,14678.2484724671
2844,19057000400,19,057,000400,IA,Iowa,3628082.6796875,8351.72571144829
2845,19155030900,19,155,030900,IA,Iowa,1430048.1640625,5651.81770656775
2846,19063070300,19,063,070300,IA,Iowa,17254147.6953125,22016.4832268428
2847,19155031300,19,155,031300,IA,Iowa,29569810.59375,34238.9345137717
2848,19153011001,19,153,011001,IA,Iowa,3664121.8046875,8717.13627017451
2849,19029190200,19,029,190200,IA,Iowa,606501950.804688,131078.948199118
2850,20071958100,20,071,958100,KS,Kansas,3295124147.48047,230393.016585025
2851,20059954200,20,059,954200,KS,Kansas,62143671.1328125,43980.5165682782
2852,20059954400,20,059,954400,KS,Kansas,18345584.875,19531.6327538723
2853,20057961800,20,057,961800,KS,Kansas,158270567.453125,55048.6231242655
2854,20057962101,20,057,962101,KS,Kansas,12164572.734375,20944.8157046286
2855,20125951300,20,125,951300,KS,Kansas,79092850.8984375,39441.5195049055
2856,20125950200,20,125,950200,KS,Kansas,80353595.9609375,41120.4985893054
2857,20125951200,20,125,951200,KS,Kansas,10646722.6523438,15690.4984895302
2858,20157978300,20,157,978300,KS,Kansas,75055102.6328125,36035.925378418
2859,20209041800,20,209,041800,KS,Kansas,1458308.13671875,5908.70809583263
2860,20209042200,20,209,042200,KS,Kansas,2797139.4375,7291.19278978459
2861,20209043905,20,209,043905,KS,Kansas,16069775.046875,20507.0021095923
2862,20055960600,20,055,960600,KS,Kansas,143275889.503906,61911.0969522547
2863,20055960501,20,055,960501,KS,Kansas,41364229.546875,39710.2528662067
2864,20209044101,20,209,044101,KS,Kansas,3275861.26171875,7450.32539686939
2865,20209045100,20,209,045100,KS,Kansas,2823421.03125,7743.7553617545
2866,20209045200,20,209,045200,KS,Kansas,3466511.875,10963.128062058
2867,20155000600,20,155,000600,KS,Kansas,3967319.71484375,8123.86427324772
2868,20155000700,20,155,000700,KS,Kansas,6158397.890625,12294.8062726518
2869,20035493700,20,035,493700,KS,Kansas,17759925.4179688,21803.5572638839
2870,20035493800,20,035,493800,KS,Kansas,37277692.6210938,32113.5214171608
2871,20155001000,20,155,001000,KS,Kansas,8302439.1484375,11986.3707238908
2872,20155001300,20,155,001300,KS,Kansas,69966075.6210938,47359.1171657036
2873,20091053601,20,091,053601,KS,Kansas,2999580.578125,7212.98526786322
2874,20001952900,20,001,952900,KS,Kansas,53786656.4765625,37295.8073969255
2875,20111000500,20,111,000500,KS,Kansas,16696299.7851563,21676.2213698974
2876,20037956600,20,037,956600,KS,Kansas,412567435.273438,85201.2873834086
2877,20037956900,20,037,956900,KS,Kansas,148575950.398438,56345.0842594945
2878,20005081900,20,005,081900,KS,Kansas,3986436.26953125,8791.53817532905
2879,20037957600,20,037,957600,KS,Kansas,98023620.7578125,39820.1284206414
2880,20037957500,20,037,957500,KS,Kansas,3091594.68359375,8441.91435713913
2881,20137951700,20,137,951700,KS,Kansas,3870054964.12891,249106.239536245
2882,20091053555,20,091,053555,KS,Kansas,2469530.95703125,7642.42384680004
2883,20091052102,20,091,052102,KS,Kansas,4303798.66015625,8370.38691042225
2884,20091053557,20,091,053557,KS,Kansas,2802889.73046875,7635.43925461332
2885,20091052417,20,091,052417,KS,Kansas,4914198.3515625,12431.3395455221
2886,20101956600,20,101,956600,KS,Kansas,3037899779.90234,222606.866151595
2887,20029977200,20,029,977200,KS,Kansas,71935702.4101563,42877.5676589952
2888,20015020400,20,015,020400,KS,Kansas,4810677.8359375,11454.9046916632
2889,20181453700,20,181,453700,KS,Kansas,212047696.394531,62402.2612772121
2890,20139010400,20,139,010400,KS,Kansas,33455927.9960938,30417.6541773717
2891,20103070100,20,103,070100,KS,Kansas,2871598.84375,7919.73403035533
2892,20099950400,20,099,950400,KS,Kansas,85084380.7617188,45391.3721572333
2893,20163974600,20,163,974600,KS,Kansas,2394009133.03516,207679.769931109
2894,20163974700,20,163,974700,KS,Kansas,1488349997.64844,186690.449240479
2895,20003953600,20,003,953600,KS,Kansas,554540620.925781,113799.700880664
2896,20089576200,20,089,576200,KS,Kansas,1876923121.03516,208300.274942482
2897,20089576100,20,089,576100,KS,Kansas,2138356494.36719,225442.696657432
2898,20169000100,20,169,000100,KS,Kansas,14026221.296875,16468.2039364902
2899,20009971400,20,009,971400,KS,Kansas,6509292.8984375,10410.3407548986
2900,20009971700,20,009,971700,KS,Kansas,3546633.34765625,7682.33466143195
2901,20169000600,20,169,000600,KS,Kansas,60916943.9960938,34396.67265376
2902,20177004000,20,177,004000,KS,Kansas,9346241.03515625,14632.5311121409
2903,20065952100,20,065,952100,KS,Kansas,3813853327.26563,295470.131095553
2904,20063955100,20,063,955100,KS,Kansas,2131601235.78125,223050.504421749
2905,20063955200,20,063,955200,KS,Kansas,2460216165.48047,227055.535885733
2906,20161000500,20,161,000500,KS,Kansas,4258780.21484375,8698.98645449841
2907,20161000801,20,161,000801,KS,Kansas,2402107.25,7155.24776837909
2908,20161001100,20,161,001100,KS,Kansas,14221525.8867188,20858.1902571277
2909,20177000800,20,177,000800,KS,Kansas,23636478.1054688,28357.2346225011
2910,20177000700,20,177,000700,KS,Kansas,27332157.1484375,24629.5713193652
2911,20185470600,20,185,470600,KS,Kansas,1959679286.14844,208823.224378034
2912,20173004300,20,173,004300,KS,Kansas,6407832.77734375,11587.2433682367
2913,20173003200,20,173,003200,KS,Kansas,2366904.21484375,6321.83233384908
2914,20173002600,20,173,002600,KS,Kansas,2194710.27734375,6477.65150802516
2915,20173003800,20,173,003800,KS,Kansas,3428984.23828125,8189.47860667202
2916,20173000900,20,173,000900,KS,Kansas,4457341.53515625,9795.78623730038
2917,20173001100,20,173,001100,KS,Kansas,2117726.15625,8449.15494764968
2918,20173003700,20,173,003700,KS,Kansas,936348.2109375,3918.02158932428
2919,20173006300,20,173,006300,KS,Kansas,3377364.4765625,8873.86537466626
2920,20173000400,20,173,000400,KS,Kansas,6661332.28515625,13412.6178241378
2921,20121100700,20,121,100700,KS,Kansas,207971967.742188,66895.6388132514
2922,20045000200,20,045,000200,KS,Kansas,17193157.9609375,22292.0394057349
2923,20045000400,20,045,000400,KS,Kansas,5683598.6015625,14656.6796962492
2924,21107971100,21,107,971100,KY,Kentucky,80864754.734375,47305.1031110528
2925,21217920500,21,217,920500,KY,Kentucky,328192738.484375,90892.2956381287
2926,21071920100,21,071,920100,KY,Kentucky,53837655.9101563,49100.19458883
2927,21121930500,21,121,930500,KY,Kentucky,236704828.027344,96654.8731326859
2928,21067001300,21,067,001300,KY,Kentucky,4631786.0390625,10652.1584085114
2929,21067001100,21,067,001100,KY,Kentucky,5116029.12890625,9307.5511369382
2930,21067000900,21,067,000900,KY,Kentucky,3553542.42578125,7752.44991674809
2931,21067000101,21,067,000101,KY,Kentucky,2103423.96875,7081.15492185337
2932,21067000300,21,067,000300,KY,Kentucky,1749019.953125,5603.71980085983
2933,21067000200,21,067,000200,KY,Kentucky,2540673.2890625,7169.73303560045
2934,21067000102,21,067,000102,KY,Kentucky,1273970.50390625,4851.15107989798
2935,21035010400,21,035,010400,KY,Kentucky,43581885.0390625,32947.4071939066
2936,21111005900,21,111,005900,KY,Kentucky,4685025.0703125,10137.9805532867
2937,21111006200,21,111,006200,KY,Kentucky,1964339.14453125,5863.56148837014
2938,21111006500,21,111,006500,KY,Kentucky,1780945.94140625,5743.24653276333
2939,21013960600,21,013,960600,KY,Kentucky,63538340.6484375,49463.0642751121
2940,21137920103,21,137,920103,KY,Kentucky,101854541.558594,69267.2091966139
2941,21137920101,21,137,920101,KY,Kentucky,112323876.273438,53727.0196712505
2942,21111000200,21,111,000200,KY,Kentucky,11093135.0390625,14302.3897633373
2943,21111000600,21,111,000600,KY,Kentucky,1922552.02734375,5702.84941576541
2944,21111001500,21,111,001500,KY,Kentucky,2162869.07421875,6660.89882613239
2945,21111001800,21,111,001800,KY,Kentucky,1243626.66015625,4571.80781668002
2946,21111002300,21,111,002300,KY,Kentucky,1563335.1484375,5505.34721086845
2947,21111002400,21,111,002400,KY,Kentucky,3490261.21875,7989.91834170192
2948,21111002700,21,111,002700,KY,Kentucky,5874488.45703125,10875.3325842356
2949,21111002800,21,111,002800,KY,Kentucky,2234543.7890625,6225.55897658531
2950,21111003000,21,111,003000,KY,Kentucky,1770869.3203125,5773.46109442632
2951,21111003500,21,111,003500,KY,Kentucky,2852094.75,7443.85294118998
2952,21111003700,21,111,003700,KY,Kentucky,1107742.0625,4786.12373828819
2953,21111007100,21,111,007100,KY,Kentucky,10378455.9140625,18919.1489879944
2954,21111004900,21,111,004900,KY,Kentucky,8379871.10546875,12677.3271080992
2955,21111005000,21,111,005000,KY,Kentucky,1168587.52734375,4967.45991926813
2956,21111005100,21,111,005100,KY,Kentucky,1299279.1328125,4690.05329200347
2957,21111005300,21,111,005300,KY,Kentucky,2538357.74609375,7896.25343875589
2958,21043960100,21,043,960100,KY,Kentucky,200643061.023438,77745.9861257446
2959,21219950300,21,219,950300,KY,Kentucky,232025617.53125,66545.6282232027
2960,21011970200,21,011,970200,KY,Kentucky,546125456.007813,159358.207275534
2961,21019031001,21,019,031001,KY,Kentucky,60921425.9023438,42853.3872179438
2962,21073071200,21,073,071200,KY,Kentucky,7350485.62109375,13363.9974130142
2963,21227010200,21,227,010200,KY,Kentucky,8755731.75390625,19097.8139442774
2964,21015070311,21,015,070311,KY,Kentucky,43649363.2734375,43446.1354073532
2965,21051950300,21,051,950300,KY,Kentucky,121867122.824219,71772.10777961
2966,21051950400,21,051,950400,KY,Kentucky,391296550.726563,102701.918144277
2967,21101020602,21,101,020602,KY,Kentucky,24149513.2734375,39511.689046586
2968,21053970202,21,053,970202,KY,Kentucky,267761562.109375,85174.1008080312
2969,21141960500,21,141,960500,KY,Kentucky,233188357.609375,70366.9190168775
2970,21061980100,21,061,980100,KY,Kentucky,280442749.160156,119012.083007812
2971,21135930300,21,135,930300,KY,Kentucky,568194407.0625,136830.958069903
2972,21087930200,21,087,930200,KY,Kentucky,198700159.894531,95984.7531198173
2973,21019030200,21,019,030200,KY,Kentucky,10279363.640625,20991.7695558177
2974,21049020106,21,049,020106,KY,Kentucky,25634367.71875,26807.1392790847
2975,21231920400,21,231,920400,KY,Kentucky,421591077.101563,125695.634197338
2976,21117060900,21,117,060900,KY,Kentucky,837706.89453125,4588.10361766004
2977,21117067000,21,117,067000,KY,Kentucky,3159840.02734375,8284.55391899739
2978,21117067100,21,117,067100,KY,Kentucky,1104182.1015625,4504.74973064239
2979,21117060700,21,117,060700,KY,Kentucky,797075.3046875,4001.52894382234
2980,21169960300,21,169,960300,KY,Kentucky,529021542.683594,110857.447220046
2981,21109960100,21,109,960100,KY,Kentucky,570817185.027344,121279.835824753
2982,21181960200,21,181,960200,KY,Kentucky,449156866.335938,145983.634740451
2983,21183920300,21,183,920300,KY,Kentucky,279490920.664063,147950.30207017
2984,21183920500,21,183,920500,KY,Kentucky,393596350.488281,133355.682330012
2985,21187970200,21,187,970200,KY,Kentucky,521943380.523438,148045.493882092
2986,21095970100,21,095,970100,KY,Kentucky,72041551.1679688,46295.206343403
2987,21153970200,21,153,970200,KY,Kentucky,395485330.191406,102711.106230609
2988,21153970400,21,153,970400,KY,Kentucky,359209138.84375,115356.666132857
2989,21153970100,21,153,970100,KY,Kentucky,308391078.316406,94778.9713932193
2990,21075960100,21,075,960100,KY,Kentucky,344901658.109375,97858.1966289992
2991,21117063800,21,117,063800,KY,Kentucky,6600186.5078125,12926.4776306772
2992,21237930200,21,237,930200,KY,Kentucky,398577782.175781,102959.542635109
